Siège;Adresse (Siège);Code Postal (Siège);Nom (Etab1);Adresse (Etab1);Code Postal (Etab1);Nom (Etab2);Adresse (Etab2);Code Postal (Etab2);Nom (Etab3);Adresse (Etab3);Code Postal (Etab3);Nom (Etab4);Adresse (Etab4);Code Postal (Etab4);Nom (Etab5);Adresse (Etab5);Code Postal (Etab5);Nom (Etab6);Adresse (Etab6);Code Postal (Etab6)
PENTAX FRANCE;112 QUAI DE BEZONS;95100;PENTAX FRANCE;33 RUE ALFRED BRINON;69100;PENTAX FRANCE;12 RUE JEAN POULMARCH;95100;PENTAX FRANCE;16 CHE DU PROFESSEUR DEPERET;69160;PENTAX FRANCE;33 RUE BELISSEN;69005;PENTAX FRANCE;12 RUE AMBROISE CROIZAT;95100;0;0;0
PENTAX FRANCE LIFE CARE;116 QUAI DE BEZONS;95100;PENTAX FRANCE LIFE CARE;112 QUAI DE BEZONS;95100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PENTAX FRANCE;112 QUAI DE BEZONS;95100;PENTAX FRANCE;33 RUE ALFRED BRINON;69100;PENTAX FRANCE;12 RUE JEAN POULMARCH;95100;PENTAX FRANCE;16 CHE DU PROFESSEUR DEPERET;69160;PENTAX FRANCE;33 RUE BELISSEN;69005;PENTAX FRANCE;12 RUE AMBROISE CROIZAT;95100;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PETERS SURGICAL;42 RUE BENOIT FRACHON;93000;PETERS SURGICAL;BIOPARC;3270;PETERS SURGICAL;ZA VAGUE DE LA NOE;35680;PETERS SURGICAL;134 RUE DES ARTISANS;69430;PETERS SURGICAL;LE PETIT NASSANDRES;27470;PETERS SURGICAL;88 RUE MARENGO;42000;0;0;0
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
PFIZER SANTE FAMILIALE;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER SANTE FAMILIALE;110 ESP DU GENERAL DE GAULLE;92400;PFIZER SANTE FAMILIALE;80 AV DU GENERAL DE GAULLE;92800;PFIZER SANTE FAMILIALE;111 RUE DU CHATEAU DES RENTIERS;75013;0;0;0;0;0;0;0;0;0
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
PFIZER;23 AV DU DOCTEUR LANNELONGUE;75014;PFIZER;22 AV MARCEL DASSAULT;0;PFIZER;27 RUE ROBERT NAU;0;PFIZER;100 ESP DU GENERAL DE GAULLE;0;PFIZER;0;0;PFIZER;0;0;PFIZER;0;0
SIGNIFY FRANCE;33 RUE DE VERDUN;92150;SIGNIFY FRANCE;RUE DES SEQUOIAS;59810;SIGNIFY FRANCE;RTE DE BAZIEGE LA LAURAGAISE;31670;SIGNIFY FRANCE;2 RUE MARIE JEAN A CONDORCET;76300;SIGNIFY FRANCE;19 AV DE NORVEGE;91140;SIGNIFY FRANCE;505 RTE DES LUCIOLES;6560;SIGNIFY FRANCE;31 RUE MIRABEAU;37000
SIGNIFY FRANCE;33 RUE DE VERDUN;92150;SIGNIFY FRANCE;RUE DES SEQUOIAS;59810;SIGNIFY FRANCE;RTE DE BAZIEGE LA LAURAGAISE;31670;SIGNIFY FRANCE;2 RUE MARIE JEAN A CONDORCET;76300;SIGNIFY FRANCE;19 AV DE NORVEGE;91140;SIGNIFY FRANCE;505 RTE DES LUCIOLES;6560;SIGNIFY FRANCE;31 RUE MIRABEAU;37000
SIGNIFY FRANCE;33 RUE DE VERDUN;92150;SIGNIFY FRANCE;RUE DES SEQUOIAS;59810;SIGNIFY FRANCE;RTE DE BAZIEGE LA LAURAGAISE;31670;SIGNIFY FRANCE;2 RUE MARIE JEAN A CONDORCET;76300;SIGNIFY FRANCE;19 AV DE NORVEGE;91140;SIGNIFY FRANCE;505 RTE DES LUCIOLES;6560;SIGNIFY FRANCE;31 RUE MIRABEAU;37000
SIGNIFY FRANCE;33 RUE DE VERDUN;92150;SIGNIFY FRANCE;RUE DES SEQUOIAS;59810;SIGNIFY FRANCE;RTE DE BAZIEGE LA LAURAGAISE;31670;SIGNIFY FRANCE;2 RUE MARIE JEAN A CONDORCET;76300;SIGNIFY FRANCE;19 AV DE NORVEGE;91140;SIGNIFY FRANCE;505 RTE DES LUCIOLES;6560;SIGNIFY FRANCE;31 RUE MIRABEAU;37000
PHILIPS FRANCE COMMERCIAL;33 RUE DE VERDUN;92150;PHILIPS FRANCE COMMERCIAL;12 RUE D AMSTERDAM;44980;PHILIPS FRANCE COMMERCIAL;2 RUE DU CHATEAU DE BEL AIR;44470;0;0;0;0;0;0;0;0;0;0;0;0
PHILIPS FRANCE COMMERCIAL;33 RUE DE VERDUN;92150;PHILIPS FRANCE COMMERCIAL;12 RUE D AMSTERDAM;44980;PHILIPS FRANCE COMMERCIAL;2 RUE DU CHATEAU DE BEL AIR;44470;0;0;0;0;0;0;0;0;0;0;0;0
SIGNIFY FRANCE;33 RUE DE VERDUN;92150;SIGNIFY FRANCE;RUE DES SEQUOIAS;59810;SIGNIFY FRANCE;RTE DE BAZIEGE LA LAURAGAISE;31670;SIGNIFY FRANCE;2 RUE MARIE JEAN A CONDORCET;76300;SIGNIFY FRANCE;19 AV DE NORVEGE;91140;SIGNIFY FRANCE;505 RTE DES LUCIOLES;6560;SIGNIFY FRANCE;31 RUE MIRABEAU;37000
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PIERRE FABRE MEDICAL DEVICES;29 AV DU SIDOBRE;81100;PIERRE FABRE MEDICAL DEVICES;17 AV JEAN MOULIN;81100;PIERRE FABRE MEDICAL DEVICES;3 AV HUBERT CURIEN;31100;PIERRE FABRE MEDICAL DEVICES;25 RUE BERZELIUS;75017;PIERRE FABRE MEDICAL DEVICES;22 RUE MADELEINE MICHELIS;92200;0;0;0;0;0;0
PIERRE FABRE MEDICAL DEVICES;29 AV DU SIDOBRE;81100;PIERRE FABRE MEDICAL DEVICES;17 AV JEAN MOULIN;81100;PIERRE FABRE MEDICAL DEVICES;3 AV HUBERT CURIEN;31100;PIERRE FABRE MEDICAL DEVICES;25 RUE BERZELIUS;75017;PIERRE FABRE MEDICAL DEVICES;22 RUE MADELEINE MICHELIS;92200;0;0;0;0;0;0
PIERRE FABRE MEDICAL DEVICES;29 AV DU SIDOBRE;81100;PIERRE FABRE MEDICAL DEVICES;17 AV JEAN MOULIN;81100;PIERRE FABRE MEDICAL DEVICES;3 AV HUBERT CURIEN;31100;PIERRE FABRE MEDICAL DEVICES;25 RUE BERZELIUS;75017;PIERRE FABRE MEDICAL DEVICES;22 RUE MADELEINE MICHELIS;92200;0;0;0;0;0;0
PIERRE FABRE MEDICAL DEVICES;29 AV DU SIDOBRE;81100;PIERRE FABRE MEDICAL DEVICES;17 AV JEAN MOULIN;81100;PIERRE FABRE MEDICAL DEVICES;3 AV HUBERT CURIEN;31100;PIERRE FABRE MEDICAL DEVICES;25 RUE BERZELIUS;75017;PIERRE FABRE MEDICAL DEVICES;22 RUE MADELEINE MICHELIS;92200;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PIERRE FABRE MEDICAL DEVICES;29 AV DU SIDOBRE;81100;PIERRE FABRE MEDICAL DEVICES;17 AV JEAN MOULIN;81100;PIERRE FABRE MEDICAL DEVICES;3 AV HUBERT CURIEN;31100;PIERRE FABRE MEDICAL DEVICES;25 RUE BERZELIUS;75017;PIERRE FABRE MEDICAL DEVICES;22 RUE MADELEINE MICHELIS;92200;0;0;0;0;0;0
GROUPE PIERRE LE GOFF GRAND OUEST;RUE NUNGESSER ET COLI;44860;GROUPE PIERRE LE GOFF GRAND OUEST;62 AV PIERRE PIFFAULT;72100;GROUPE PIERRE LE GOFF GRAND OUEST;28 RUE DES VEYETTES;35000;GROUPE PIERRE LE GOFF GRAND OUEST;60 RUE MICHAEL FARADAY;37170;GROUPE PIERRE LE GOFF GRAND OUEST;LA METAIRIE;29440;GROUPE PIERRE LE GOFF GRAND OUEST;440 RTE DE ROSPORDEN;29000;GROUPE PIERRE LE GOFF GRAND OUEST;15 RUE DES VEYETTES;35000
GROUPE PIERRE LE GOFF GRAND OUEST;RUE NUNGESSER ET COLI;44860;GROUPE PIERRE LE GOFF GRAND OUEST;62 AV PIERRE PIFFAULT;72100;GROUPE PIERRE LE GOFF GRAND OUEST;28 RUE DES VEYETTES;35000;GROUPE PIERRE LE GOFF GRAND OUEST;60 RUE MICHAEL FARADAY;37170;GROUPE PIERRE LE GOFF GRAND OUEST;LA METAIRIE;29440;GROUPE PIERRE LE GOFF GRAND OUEST;440 RTE DE ROSPORDEN;29000;GROUPE PIERRE LE GOFF GRAND OUEST;15 RUE DES VEYETTES;35000
GROUPE PIERRE LE GOFF GRAND OUEST;RUE NUNGESSER ET COLI;44860;GROUPE PIERRE LE GOFF GRAND OUEST;62 AV PIERRE PIFFAULT;72100;GROUPE PIERRE LE GOFF GRAND OUEST;28 RUE DES VEYETTES;35000;GROUPE PIERRE LE GOFF GRAND OUEST;60 RUE MICHAEL FARADAY;37170;GROUPE PIERRE LE GOFF GRAND OUEST;LA METAIRIE;29440;GROUPE PIERRE LE GOFF GRAND OUEST;440 RTE DE ROSPORDEN;29000;GROUPE PIERRE LE GOFF GRAND OUEST;15 RUE DES VEYETTES;35000
GROUPE PIERRE LE GOFF GRAND OUEST;RUE NUNGESSER ET COLI;44860;GROUPE PIERRE LE GOFF GRAND OUEST;62 AV PIERRE PIFFAULT;72100;GROUPE PIERRE LE GOFF GRAND OUEST;28 RUE DES VEYETTES;35000;GROUPE PIERRE LE GOFF GRAND OUEST;60 RUE MICHAEL FARADAY;37170;GROUPE PIERRE LE GOFF GRAND OUEST;LA METAIRIE;29440;GROUPE PIERRE LE GOFF GRAND OUEST;440 RTE DE ROSPORDEN;29000;GROUPE PIERRE LE GOFF GRAND OUEST;15 RUE DES VEYETTES;35000
GROUPE PIERRE LE GOFF NORD-EST;ACTISUD SAINT JEAN;57130;GROUPE PIERRE LE GOFF NORD-EST;20 BD VAL DE VESLE;51100;GROUPE PIERRE LE GOFF NORD-EST;30 RUE DES TUILERIES;67460;GROUPE PIERRE LE GOFF NORD-EST;5001 RUE DU CHEMIN VERT;59273;GROUPE PIERRE LE GOFF NORD-EST;2 CHE DE LA ROMPURE;54250;GROUPE PIERRE LE GOFF NORD-EST;65 AV ROGER DUMOULIN;80080;GROUPE PIERRE LE GOFF NORD-EST;RUE DU PONT DU PEAGE;67118
GROUPE PIERRE LE GOFF NORD-EST;ACTISUD SAINT JEAN;57130;GROUPE PIERRE LE GOFF NORD-EST;20 BD VAL DE VESLE;51100;GROUPE PIERRE LE GOFF NORD-EST;30 RUE DES TUILERIES;67460;GROUPE PIERRE LE GOFF NORD-EST;5001 RUE DU CHEMIN VERT;59273;GROUPE PIERRE LE GOFF NORD-EST;2 CHE DE LA ROMPURE;54250;GROUPE PIERRE LE GOFF NORD-EST;65 AV ROGER DUMOULIN;80080;GROUPE PIERRE LE GOFF NORD-EST;RUE DU PONT DU PEAGE;67118
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
POINT P S.A.S.;13 RUE GERMAINE TAILLEFERRE;75019;POINT P;QU DU CONFLUENT;78700;POINT.P;19 RUE DE GENEVE;93120;POINT P S.A.S.;9 BD NEY;75018;POINT P S.A.S.;4 RTE DE LA BONDE;91300;POINT P;110 AV DU GENERAL LECLERC;93500;POINT P S.A.S.;9 RUE CHAPPE GESSALIN;77170
POINT P S.A.S.;13 RUE GERMAINE TAILLEFERRE;75019;POINT P;QU DU CONFLUENT;78700;POINT.P;19 RUE DE GENEVE;93120;POINT P S.A.S.;9 BD NEY;75018;POINT P S.A.S.;4 RTE DE LA BONDE;91300;POINT P;110 AV DU GENERAL LECLERC;93500;POINT P S.A.S.;9 RUE CHAPPE GESSALIN;77170
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
POURET MEDICAL;20 RUE GEORGES BOISSEAU;92110;POURET MEDICAL;56 RUE PIERRE BEREGOVOY;92110;POURET MEDICAL;46 RUE DES ECOLES;75005;POURET MEDICAL;9 RUE THENARD;75005;0;0;0;0;0;0;0;0;0
PRIMIUS LAB LTD;48 BRITANNIA STREET;99132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMIUS LAB LTD;48 BRITANNIA STREET;99132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMIUS LAB LTD;48 BRITANNIA STREET;99132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMIUS LAB LTD;48 BRITANNIA STREET;99132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRIMIUS LAB LTD;48 BRITANNIA STREET;99132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CENTRE HOSPITALIER D'AVESNES;RUE DE HAUT LIEU;59440;DOTATION NON AFFECTEE;RUE DE HAUT LIEU;59440;MAISON DE RETRAITE EHPAD;RUE DE HAUT LIEU;59440;SERVICE DE SOINS A DOMICILE;RUE DE HAUT LIEU;59440;SERVICE DE LONG SEJOUR;RUE DE HAUT LIEU;59440;CTRE DE PLANIFICATION FAMILIALE;RUE DE HAUT LIEU;59440;CTRE FORMATION AIDE SOIGNANT;RUE DE HAUT LIEU;59440
DIRECTION REGIONALE FINANCES PUBLIQUES HAUTS-DE-FRANCE ET DEPARTEMENT NORD;82 AV DU PRESIDENT KENNEDY;59800;SERV.DEPART.ENREG.LILLE;RUE GUSTAVE DELORY;59000;SIP AVESNES-SUR-HELPE;PLATEAU CHEMERAULT;59440;TRESORERIE DE BAVAY;10 RUE PETIT JEAN;59570;TRES VALENCIENNES CENTRE HOSPITALIER;57 AV DESANDROUINS;59300;SIP DENAIN;BD DU 8 MAI 1945;59220;TRESORERIE SECLIN;12 RUE DES COMTESSES DE FLANDRE;59113
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ETS RABINO;18 CRS ARISTIDE BRIAND;33000;ETS RABINO;46 CRS D ALBRET;33000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RAFFIN MEDICAL;746 RTE DE SARCEY;69490;RAFFIN MEDICAL;43 BD DE LA BARNIERE;13010;RAFFIN MEDICAL;20 RUE DE VERDUN;69490;0;0;0;0;0;0;0;0;0;0;0;0
RAFFIN MEDICAL;746 RTE DE SARCEY;69490;RAFFIN MEDICAL;43 BD DE LA BARNIERE;13010;RAFFIN MEDICAL;20 RUE DE VERDUN;69490;0;0;0;0;0;0;0;0;0;0;0;0
RAFFIN MEDICAL;746 RTE DE SARCEY;69490;RAFFIN MEDICAL;43 BD DE LA BARNIERE;13010;RAFFIN MEDICAL;20 RUE DE VERDUN;69490;0;0;0;0;0;0;0;0;0;0;0;0
RAFFIN MEDICAL;746 RTE DE SARCEY;69490;RAFFIN MEDICAL;43 BD DE LA BARNIERE;13010;RAFFIN MEDICAL;20 RUE DE VERDUN;69490;0;0;0;0;0;0;0;0;0;0;0;0
RAFFIN MEDICAL;746 RTE DE SARCEY;69490;RAFFIN MEDICAL;43 BD DE LA BARNIERE;13010;RAFFIN MEDICAL;20 RUE DE VERDUN;69490;0;0;0;0;0;0;0;0;0;0;0;0
MONSIEUR CEDRIC RAFFIN;21 RUE MARTIN LUTHER KING;69490;MONSIEUR CEDRIC RAFFIN;AV JEAN MONNET;69490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MADAME CATHERINE RAFFIN;65 RUE EDMOND MICHELET;69490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MADAME CATHERINE RAFFIN;65 RUE EDMOND MICHELET;69490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REMY DISTRIBUTION;74 RUE JEAN JAURES;59410;REMY DISTRIBUTION ELECTROMENAGER;9 QUAI DES MINES;59300;REMY DISTRIBUTION ELECTROMENAGER;15 QUAI DES MINES;59300;0;0;0;0;0;0;0;0;0;0;0;0
REMY DISTRIBUTION;74 RUE JEAN JAURES;59410;REMY DISTRIBUTION ELECTROMENAGER;9 QUAI DES MINES;59300;REMY DISTRIBUTION ELECTROMENAGER;15 QUAI DES MINES;59300;0;0;0;0;0;0;0;0;0;0;0;0
REMY DISTRIBUTION;74 RUE JEAN JAURES;59410;REMY DISTRIBUTION ELECTROMENAGER;9 QUAI DES MINES;59300;REMY DISTRIBUTION ELECTROMENAGER;15 QUAI DES MINES;59300;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
LABORATOIRE RENAUDIN;ZA ERROBI;64250;LABORATOIRE RENAUDIN;24 RUE JEAN DUPLESSIS;78150;LABORATOIRE RENAUDIN;125 BUREAUX DE LA COLLINE;92210;LABORATOIRE RENAUDIN;RTE DEPARTEMENTALE NO 10;64250;0;0;0;0;0;0;0;0;0
RESMED SA;292 ALL JACQUES MONOD;69800;RESMED SA;2 RUE MAURICE AUDIBERT;69800;RESMED SA;1 ALL DES SORBIERS;69500;RESMED SA;41 RUE DE RICHELIEU;75001;0;0;0;0;0;0;0;0;0
RESMED SA;292 ALL JACQUES MONOD;69800;RESMED SA;2 RUE MAURICE AUDIBERT;69800;RESMED SA;1 ALL DES SORBIERS;69500;RESMED SA;41 RUE DE RICHELIEU;75001;0;0;0;0;0;0;0;0;0
RESMED SA;292 ALL JACQUES MONOD;69800;RESMED SA;2 RUE MAURICE AUDIBERT;69800;RESMED SA;1 ALL DES SORBIERS;69500;RESMED SA;41 RUE DE RICHELIEU;75001;0;0;0;0;0;0;0;0;0
CLEANIS ASEPSYS - PLANETE HYGIENE;22 AV ARISTIDE BRIAND;94110;CLEANIS ASEPSYS - PLANETE HYGIENE;33 AV DU MAINE;75015;CLEANIS ASEPSYS - PLANETE HYGIENE;73 RUE DU CHERCHE MIDI;75006;CLEANIS SAS;101 RUE DE RENNES;75006;CLEANIS SAS;98 RUE DE RENNES;75006;0;0;0;0;0;0
CLINICAL IHT;24 CHE DE L ECHUT;31770;CLINICAL IHT;6 ALL DE CATCHERE;31770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLINICAL IHT;24 CHE DE L ECHUT;31770;CLINICAL IHT;6 ALL DE CATCHERE;31770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLINICAL IHT;24 CHE DE L ECHUT;31770;CLINICAL IHT;6 ALL DE CATCHERE;31770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLINICAL IHT;24 CHE DE L ECHUT;31770;CLINICAL IHT;6 ALL DE CATCHERE;31770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CODAN FRANCE SARL;49 RUE DE ROHRWILLER;67240;CODAN FRANCE SARL;2323 CHE DE SAINT BERNARD;6220;CODAN FRANCE SARL;11 RUE SAINT EXUPERY;67500;CODAN FRANCE SARL;6 RUE DIEUDONNE COSTES;31700;CODAN FRANCE SARL;2791 CHE DE SAINT BERNARD;6220;0;0;0;0;0;0
CODAN FRANCE SARL;49 RUE DE ROHRWILLER;67240;CODAN FRANCE SARL;2323 CHE DE SAINT BERNARD;6220;CODAN FRANCE SARL;11 RUE SAINT EXUPERY;67500;CODAN FRANCE SARL;6 RUE DIEUDONNE COSTES;31700;CODAN FRANCE SARL;2791 CHE DE SAINT BERNARD;6220;0;0;0;0;0;0
CODAN FRANCE SARL;49 RUE DE ROHRWILLER;67240;CODAN FRANCE SARL;2323 CHE DE SAINT BERNARD;6220;CODAN FRANCE SARL;11 RUE SAINT EXUPERY;67500;CODAN FRANCE SARL;6 RUE DIEUDONNE COSTES;31700;CODAN FRANCE SARL;2791 CHE DE SAINT BERNARD;6220;0;0;0;0;0;0
CODAN FRANCE SARL;49 RUE DE ROHRWILLER;67240;CODAN FRANCE SARL;2323 CHE DE SAINT BERNARD;6220;CODAN FRANCE SARL;11 RUE SAINT EXUPERY;67500;CODAN FRANCE SARL;6 RUE DIEUDONNE COSTES;31700;CODAN FRANCE SARL;2791 CHE DE SAINT BERNARD;6220;0;0;0;0;0;0
